Id,ActivityDay,Average_sleep_hours,Average_time_in_bed_hours,Average_calories,Average_steps,TotalDistance
4319703577,07/05/2016,8.45,8.833333333,2158,7937,5
4319703577,08/05/2016,10.03333333,10.63333333,1792,3672,2
4319703577,09/05/2016,8.916666667,9.416666667,2345,10378,7
4319703577,10/05/2016,8.116666667,8.616666667,2260,9487,6
4319703577,11/05/2016,8.816666667,9.3,2232,9129,6
4319703577,12/05/2016,5.033333333,5.35,257,17,0
4388161847,15/04/2016,8.316666667,8.766666667,3066,8758,7
4388161847,16/04/2016,7.1,7.466666667,3073,6580,4
4388161847,17/04/2016,10.31666667,10.68333333,2572,4660,4
4388161847,18/04/2016,1.65,1.733333333,3274,11009,9
4388161847,19/04/2016,5.483333333,5.633333333,3015,10181,8
4388161847,20/04/2016,7.016666667,7.516666667,3083,10553,8
4388161847,21/04/2016,7.366666667,7.633333333,3069,10055,7
4388161847,22/04/2016,1.366666667,1.416666667,3544,12139,9
4388161847,23/04/2016,7.966666667,8.35,3306,13236,10
4388161847,24/04/2016,9.2,9.916666667,2885,10243,8
4388161847,26/04/2016,5.316666667,5.766666667,2929,9461,7
4388161847,27/04/2016,7.316666667,8.333333333,3074,11193,9
4388161847,28/04/2016,7.133333333,7.633333333,2969,10074,7
4388161847,30/04/2016,6.816666667,7.166666667,3283,12533,10
4388161847,01/05/2016,9.116666667,9.95,2926,10255,8
4388161847,02/05/2016,6.133333333,6.266666667,3147,10096,9
4388161847,04/05/2016,6.5,6.9,3162,12375,10
4388161847,05/05/2016,7.85,8.25,2899,9603,16
4388161847,07/05/2016,7.866666667,8.266666667,4022,22770,17
4388161847,08/05/2016,8.816666667,9.016666667,3934,17298,14
4388161847,09/05/2016,1.033333333,1.083333333,3013,10218,8
4388161847,10/05/2016,5.9,6.25,3061,10299,8
4388161847,11/05/2016,7.816666667,8.233333333,2954,10201,9
4445114986,12/04/2016,7.15,7.616666667,2113,3276,2
4445114986,13/04/2016,6.166666667,6.766666667,2095,2961,2
4445114986,14/04/2016,7.35,8.2,2194,3974,3
4445114986,15/04/2016,5.616666667,6.316666667,2496,7198,5
4445114986,16/04/2016,7.7,8.316666667,2180,3945,3
4445114986,17/04/2016,1.633333333,1.783333333,1933,2268,2
4445114986,19/04/2016,6.466666667,7.066666667,1954,2064,1
4445114986,20/04/2016,7.316666667,7.7,1974,2072,1
4445114986,21/04/2016,7.266666667,7.816666667,2150,3809,3
4445114986,22/04/2016,6.466666667,6.95,2432,6831,5
4445114986,25/04/2016,5.466666667,5.75,2070,3385,2
4445114986,26/04/2016,5.883333333,6.516666667,2291,6326,4
4445114986,27/04/2016,5.533333333,6.233333333,2361,7243,5
4445114986,28/04/2016,6.983333333,7.366666667,2203,4493,3
4445114986,29/04/2016,1.766666667,1.8,2196,4676,3
4445114986,30/04/2016,5.366666667,5.883333333,2363,6222,4
4445114986,01/05/2016,7.316666667,7.65,2246,5232,4
4445114986,02/05/2016,8.366666667,9.033333333,2336,6910,4
4445114986,03/05/2016,6.95,7.5,2421,7502,5
4445114986,04/05/2016,5.616666667,6.05,2070,2923,2
4445114986,05/05/2016,7.7,8.55,2120,3800,2
4445114986,06/05/2016,6.233333333,6.7,2211,4514,3
4445114986,07/05/2016,6.683333333,7.266666667,2123,5183,3
4445114986,08/05/2016,6.016666667,6.516666667,2423,7303,5
4445114986,09/05/2016,7.616666667,8.883333333,2281,5275,4
4445114986,10/05/2016,6.75,7.1,2181,3915,3
4445114986,11/05/2016,8.316666667,8.833333333,2499,9105,6
4445114986,12/05/2016,8.05,8.35,1212,768,1
4558609924,21/04/2016,2.1,2.283333333,2486,13743,9
4558609924,26/04/2016,1.716666667,2.016666667,2223,9148,6
4558609924,29/04/2016,2.85,2.983333333,1918,7833,5
4558609924,01/05/2016,1.916666667,2.15,1692,3428,2
4558609924,08/05/2016,2.05,2.233333333,2666,6543,5
4702921684,12/04/2016,7.083333333,7.316666667,2947,7213,6
4702921684,13/04/2016,6.666666667,7.166666667,2898,6877,6
4702921684,14/04/2016,6.4,6.916666667,2984,7860,6
4702921684,15/04/2016,4.216666667,4.283333333,2896,6506,5
4702921684,16/04/2016,6.366666667,6.766666667,3328,11140,9
4702921684,17/04/2016,9.85,10.2,3394,12692,10
4702921684,18/04/2016,4.883333333,5.2,3013,9105,7
4702921684,19/04/2016,7.616666667,8.116666667,2812,6708,5
4702921684,20/04/2016,7.566666667,7.8,3061,8793,7
4702921684,21/04/2016,7.083333333,7.233333333,2729,6530,5
4702921684,23/04/2016,7.75,7.916666667,3691,15126,12
4702921684,24/04/2016,8,8.433333333,3538,15050,12
4702921684,25/04/2016,6.166666667,6.333333333,3064,9167,7
4702921684,26/04/2016,7.016666667,7.15,2784,6108,5
4702921684,27/04/2016,7.2,7.483333333,2908,7047,6
4702921684,28/04/2016,7.366666667,7.683333333,3033,9023,7
4702921684,29/04/2016,7.216666667,7.45,3165,9930,8
4702921684,30/04/2016,7.983333333,8.35,3115,10144,8
4702921684,03/05/2016,5.45,6.216666667,3145,9454,8
4702921684,04/05/2016,6.866666667,7.233333333,3004,8161,7
4702921684,05/05/2016,6.9,7.133333333,3006,8614,7
4702921684,06/05/2016,6.733333333,7.483333333,2859,6943,6
4702921684,07/05/2016,8.666666667,9.05,3683,14370,22
4702921684,09/05/2016,7.25,7.633333333,2990,8232,7
4702921684,10/05/2016,6.933333333,7.183333333,3172,10613,9
4702921684,11/05/2016,5.9,6.1,3069,9810,8
4702921684,12/05/2016,6.733333333,7.366666667,1240,2752,2
5553957443,12/04/2016,7.35,7.733333333,2026,11596,7
5553957443,13/04/2016,7.583333333,8.133333333,1718,4832,3
5553957443,14/04/2016,5.95,6.966666667,2324,17022,11
5553957443,15/04/2016,6.283333333,6.816666667,2254,16556,11
5553957443,16/04/2016,10.85,11.43333333,1831,5771,4
5553957443,17/04/2016,5.833333333,6.7,1397,655,0
5553957443,18/04/2016,8.666666667,9.016666667,1683,3727,2
5553957443,19/04/2016,5.95,6.833333333,2284,15482,10
5553957443,20/04/2016,10.96666667,11.3,1570,2713,2
5553957443,21/04/2016,6.65,7.183333333,2066,12346,8
5553957443,22/04/2016,5.366666667,5.883333333,2105,11682,8
5553957443,23/04/2016,10.51666667,12.08333333,1776,4112,3
5553957443,24/04/2016,9.216666667,10.66666667,1507,1807,1
5553957443,25/04/2016,7.216666667,7.8,2033,10946,8
5553957443,26/04/2016,6.866666667,7.55,2093,11886,7
5553957443,27/04/2016,5.783333333,6.516666667,1922,10538,7
5553957443,28/04/2016,7.016666667,7.616666667,1999,11393,8
5553957443,29/04/2016,7.5,8.25,2169,12764,9
5553957443,30/04/2016,12.91666667,14.05,1463,1202,1
5553957443,01/05/2016,10.36666667,11.43333333,1747,5164,3
5553957443,02/05/2016,6.816666667,7.85,1996,9769,6
5553957443,03/05/2016,6.333333333,7.15,2116,12848,9
5553957443,04/05/2016,7.45,7.833333333,1698,4249,3
5553957443,05/05/2016,6.983333333,7.733333333,2156,14331,9
5553957443,06/05/2016,6.666666667,7.233333333,1916,9632,7
5553957443,07/05/2016,7.366666667,7.833333333,1494,1868,1
5553957443,08/05/2016,9.466666667,10.13333333,1762,6083,3
5553957443,09/05/2016,7.55,8.233333333,2272,11611,8
5553957443,10/05/2016,6.966666667,7.383333333,2335,16358,11
5553957443,11/05/2016,7.716666667,8.1,1693,4926,3
5553957443,12/05/2016,7.3,7.916666667,741,3121,2
5577150313,12/04/2016,6.983333333,7.3,3405,8135,6
5577150313,13/04/2016,7.2,7.633333333,2551,5077,3
5577150313,14/04/2016,7.95,8.283333333,4022,8596,6
5577150313,15/04/2016,6.533333333,6.883333333,4005,12087,10
5577150313,16/04/2016,6.766666667,7.416666667,4274,14269,11
5577150313,17/04/2016,9.15,9.716666667,4552,12231,9
5577150313,18/04/2016,8.783333333,9.216666667,3625,9893,8
5577150313,19/04/2016,7.483333333,7.75,3501,12574,10
5577150313,20/04/2016,7.45,8,3192,8330,6
5577150313,21/04/2016,6.9,7.283333333,4018,10830,9
5577150313,22/04/2016,5.633333333,6.1,3329,9172,6
5577150313,23/04/2016,6.4,6.7,3152,7638,5
5577150313,24/04/2016,9.05,10.25,4392,15764,12
5577150313,25/04/2016,7.016666667,7.683333333,3374,6393,5
5577150313,26/04/2016,5.9,6.283333333,3088,5325,4
5577150313,27/04/2016,7.066666667,7.533333333,3294,6805,5
5577150313,28/04/2016,6.016666667,6.2,3580,9841,7
5577150313,29/04/2016,7.65,8.083333333,3544,7924,6
5577150313,30/04/2016,6.866666667,7.216666667,4501,12363,10
5577150313,01/05/2016,6.316666667,6.633333333,4546,13368,9
5577150313,02/05/2016,8.75,9.216666667,3014,7439,5
5577150313,03/05/2016,8.466666667,9.05,3795,11045,9
5577150313,04/05/2016,10.05,10.56666667,2755,5206,4
5577150313,05/05/2016,1.233333333,1.3,3004,7550,6
5577150313,10/05/2016,8.4,9.366666667,3841,8869,7
5577150313,11/05/2016,7.183333333,7.933333333,1665,4038,3
6117666160,16/04/2016,6.333333333,6.633333333,2828,14450,11
6117666160,17/04/2016,5.6,5.833333333,2225,7150,5
6117666160,18/04/2016,8.216666667,8.5,2018,5153,4
6117666160,19/04/2016,7.75,8.2,2606,11135,8
6117666160,20/04/2016,7.9,8.366666667,2536,10449,8
6117666160,21/04/2016,8.466666667,9.166666667,4900,19542,7
6117666160,22/04/2016,8,9.1,2409,8206,6
6117666160,23/04/2016,8.2,8.983333333,2651,11495,9
6117666160,24/04/2016,5.883333333,6.116666667,2305,7623,6
6117666160,27/04/2016,9.033333333,9.283333333,2576,9411,7
6117666160,28/04/2016,6.55,6.933333333,1879,3403,3
6117666160,29/04/2016,10,10.6,2560,9592,7
6117666160,01/05/2016,8.45,9.583333333,2361,8915,7
6117666160,05/05/2016,6.533333333,6.916666667,2636,9799,7
6117666160,06/05/2016,10.96666667,11.63333333,1838,3365,3
6117666160,07/05/2016,8.3,8.45,2469,7336,6
6117666160,08/05/2016,9.25,10.05,2250,7328,6
6117666160,09/05/2016,8.2,8.7,1248,4477,3
6775888955,13/04/2016,3.916666667,4.333333333,2400,4053,3
6775888955,14/04/2016,7.05,7.35,2507,5162,4
6775888955,15/04/2016,6.516666667,6.766666667,2127,1282,1
6962181067,12/04/2016,6.1,6.45,1994,10199,7
6962181067,13/04/2016,10.5,11.31666667,1718,5652,4
6962181067,14/04/2016,8.466666667,8.916666667,1466,1551,1
6962181067,15/04/2016,6.166666667,6.433333333,1756,5563,4
6962181067,16/04/2016,5.95,6.1,2173,13217,9
6962181067,17/04/2016,7.116666667,7.433333333,2027,10145,7
6962181067,18/04/2016,7.366666667,7.633333333,2039,11404,7
6962181067,19/04/2016,7.933333333,8.916666667,2046,10742,7
6962181067,20/04/2016,6.966666667,7.066666667,2174,13928,9
6962181067,21/04/2016,7.516666667,7.616666667,2179,11835,10
6962181067,22/04/2016,7.083333333,7.25,2086,10725,8
6962181067,23/04/2016,8.8,9.1,2571,20031,13
6962181067,24/04/2016,8.516666667,8.566666667,1705,5029,3
6962181067,25/04/2016,6.666666667,6.916666667,2194,13239,9
6962181067,26/04/2016,7.35,7.433333333,2012,10433,7
6962181067,27/04/2016,7.583333333,7.783333333,2034,10320,7
6962181067,28/04/2016,7.333333333,7.55,2182,12627,9
6962181067,29/04/2016,7.216666667,7.45,2254,10762,7
6962181067,30/04/2016,7.033333333,7.066666667,2002,10081,7
6962181067,01/05/2016,6.85,7.1,1740,5454,4
6962181067,02/05/2016,7.766666667,8.033333333,2162,12912,8
6962181067,03/05/2016,6.566666667,6.966666667,2072,12109,8
6962181067,04/05/2016,7.366666667,7.583333333,2086,10147,7
6962181067,05/05/2016,7.783333333,8.183333333,2066,10524,7
6962181067,06/05/2016,7.383333333,7.7,1850,5908,4
6962181067,07/05/2016,4.966666667,5.566666667,1947,6815,5
6962181067,08/05/2016,9.016666667,9.483333333,1659,4188,3
6962181067,09/05/2016,8.15,8.283333333,2105,12342,9
6962181067,10/05/2016,7.816666667,8.016666667,2361,15448,10
6962181067,11/05/2016,7.533333333,8,1855,6722,4
6962181067,12/05/2016,8.6,8.916666667,928,3587,2
7007744171,16/04/2016,1.316666667,1.366666667,2076,4631,3
7007744171,01/05/2016,0.966666667,1.016666667,2225,5600,4
7086361926,12/04/2016,8.566666667,8.75,2772,11317,8
7086361926,13/04/2016,7.516666667,7.75,2516,5813,4
7086361926,14/04/2016,7.866666667,7.933333333,2734,9123,6
7086361926,15/04/2016,6.283333333,6.433333333,2395,8585,6
7086361926,19/04/2016,7.866666667,8.05,2944,10688,8
7086361926,20/04/2016,8.2,8.366666667,2997,14365,11
7086361926,21/04/2016,6.5,6.85,2463,9469,6
7086361926,22/04/2016,7.133333333,7.466666667,2846,9753,7
7086361926,24/04/2016,11.35,11.73333333,2049,3520,2
7086361926,25/04/2016,7.433333333,7.45,2752,10091,7
7086361926,26/04/2016,8.083333333,8.333333333,2781,10387,7
7086361926,27/04/2016,7.816666667,7.983333333,2693,11107,9
7086361926,28/04/2016,5.9,6.116666667,2862,11584,8
7086361926,30/04/2016,8.083333333,8.15,2995,14560,9
7086361926,01/05/2016,6.466666667,6.783333333,2730,12390,8
7086361926,02/05/2016,7.333333333,7.65,2754,10052,7
7086361926,03/05/2016,7.6,7.683333333,2754,10288,7
7086361926,04/05/2016,7,7.266666667,2655,10988,8
7086361926,06/05/2016,5.366666667,5.55,2924,12461,8
7086361926,07/05/2016,8.833333333,9.133333333,2739,12827,8
7086361926,08/05/2016,8.016666667,8.5,2534,10677,7
7086361926,09/05/2016,7.116666667,7.3,2960,13566,9
7086361926,11/05/2016,7.516666667,7.716666667,2735,9572,6
7086361926,12/05/2016,7.4,7.616666667,1199,3789,2
8053475328,20/04/2016,8.1,8.216666667,3043,15108,12
8053475328,23/04/2016,5.516666667,5.616666667,3554,22359,18
8053475328,07/05/2016,1.233333333,1.25,3331,19769,15
8378563200,12/04/2016,5.633333333,5.933333333,3635,7626,7
8378563200,13/04/2016,7.45,8.116666667,4079,12386,10
8378563200,14/04/2016,7.066666667,7.583333333,4163,13318,11
8378563200,15/04/2016,8.55,8.883333333,3666,14461,11
8378563200,16/04/2016,10.18333333,11.48333333,3363,11207,8
8378563200,17/04/2016,8.75,9.85,2572,2132,2
8378563200,18/04/2016,6.633333333,7.516666667,4157,13630,11
8378563200,19/04/2016,6.45,7.016666667,4092,13070,10
8378563200,20/04/2016,6.35,6.816666667,3787,9388,7
8378563200,21/04/2016,6.6,6.95,4236,15148,12
8378563200,22/04/2016,7.35,7.816666667,4044,12200,10
8378563200,23/04/2016,9.416666667,9.85,2908,5709,5
8378563200,24/04/2016,7.633333333,8.2,2741,3703,3
8378563200,25/04/2016,6.466666667,6.7,4005,12405,20
8378563200,26/04/2016,9.166666667,9.733333333,3763,16208,13
8378563200,27/04/2016,8.85,10,3061,7359,5
8378563200,28/04/2016,8.433333333,9.266666667,2884,5417,4
8378563200,29/04/2016,8.783333333,9.366666667,2982,6175,4
8378563200,30/04/2016,7.8,9.25,2660,2946,2
8378563200,01/05/2016,7.916666667,8.983333333,3369,11419,9
8378563200,02/05/2016,5.85,6.416666667,3491,6064,5
8378563200,03/05/2016,6.75,7.15,3784,8712,7
8378563200,04/05/2016,7.35,7.95,3110,7875,6
8378563200,05/05/2016,6.35,6.95,3783,8567,7
8378563200,06/05/2016,5.383333333,5.916666667,3644,7045,6
8378563200,07/05/2016,7.65,8.55,2799,4468,4
8378563200,08/05/2016,9.083333333,10.1,2685,2943,2
8378563200,09/05/2016,5.983333333,6.65,3721,8382,7
8378563200,10/05/2016,5.7,6.516666667,3586,6582,6
8378563200,11/05/2016,6.133333333,6.45,3788,9143,7
8378563200,12/05/2016,8.266666667,9.1,1976,4561,4
8792009665,12/04/2016,7.633333333,8.216666667,2044,2564,2
8792009665,13/04/2016,8.85,9.2,1934,1320,1
8792009665,14/04/2016,8.1,8.383333333,1963,1219,1
8792009665,15/04/2016,6.05,6.283333333,2009,2483,2
8792009665,20/04/2016,8.8,9.116666667,2188,3147,2
8792009665,22/04/2016,6.516666667,6.783333333,2419,4068,2
8792009665,23/04/2016,5.65,6,2748,5245,3
8792009665,27/04/2016,7.05,7.133333333,2067,1758,1
8792009665,28/04/2016,6.7,6.933333333,2780,6157,4
8792009665,29/04/2016,6.633333333,6.766666667,3101,8360,5
8792009665,30/04/2016,5.716666667,6,2896,7174,4
8792009665,01/05/2016,8.383333333,8.783333333,1962,1619,1
8792009665,02/05/2016,6.916666667,7.05,2015,1831,1
8792009665,03/05/2016,8.6,9.083333333,2297,2421,2
8792009665,04/05/2016,7.316666667,7.716666667,2067,2283,1
